BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,CREW MEMBER 7 NAME,CREW MEMBER 7 SPECIES,CREW MEMBER 7 HEALTH,CREW MEMBER 7 PILOT SKILL,CREW MEMBER 7 ENGINE SKILL,CREW MEMBER 7 SHIELD SKILL,CREW MEMBER 7 WEAPON SKILL,CREW MEMBER 7 REPAIR SKILL,CREW MEMBER 7 COMBAT SKILL,CREW MEMBER 7 REPAIRS,CREW MEMBER 7 COMBAT KILLS,CREW MEMBER 7 PILOTED EVASIONS,CREW MEMBER 7 JUMPS SURVIVED,CREW MEMBER 7 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,ENEMY CREW MEMBER 5 NAME,ENEMY CREW MEMBER 5 SPECIES,ENEMY CREW MEMBER 5 HEALTH,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,ENEMY CREW MEMBER 6 NAME,ENEMY CREW MEMBER 6 SPECIES,ENEMY CREW MEMBER 6 HEALTH,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,ENEMY CREW MEMBER 7 NAME,ENEMY CREW MEMBER 7 SPECIES,ENEMY CREW MEMBER 7 HEALTH,CREW MEMBER 7 REPAIRS,CREW MEMBER 7 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
12,1,CIVILIAN,Civilian Sector,95%,7,119,3,569,"","If you take the fuel at least it won't come into the hands of of the Rebels. You breach the containment and access what remains of the fuel reserves.","",4,23,10,6,14,3,100,10,4,4,0,2,1,0,1,1,0,4,4,0,LASER BURST 2,BEAM 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,100,9,0,0,1,1,0,1,0,18,11,0,Enzo Martin,Slug,100,0,8,0,0,4,0,4,0,0,11,0,Markus,Human,100,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,HOSTILE,Rebel Controlled Sector,0%,7,119,3,584,"","This sector was bustling with activity just a few years ago. Now, more than half of the jump beacons have been destroyed, many settlements have been abandoned and the Rebels patrol constantly.","",4,23,9,6,14,3,100,10,4,4,0,2,1,0,1,1,0,4,4,0,LASER BURST 2,BEAM 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,100,9,0,0,1,1,0,1,0,18,12,0,Enzo Martin,Slug,100,0,8,0,0,4,0,4,0,0,12,0,Markus,Human,100,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2,HOSTILE,Rebel Controlled Sector,0%,8,146,3,669,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",31,21,8,7,14,3,82,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,88,9,0,0,1,2,0,2,0,18,13,0,Enzo Martin,Slug,88,0,8,0,0,4,0,4,0,0,13,0,Markus,Human,100,0,0,2,0,1,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,HOSTILE,Rebel Controlled Sector,0%,9,168,3,747,"","Their ship breaks apart and you are relieved to know that you are still one step ahead of the fleet.","",53,21,7,8,15,3,59,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,10,0,0,1,2,0,2,0,20,14,0,Enzo Martin,Slug,100,0,9,0,0,4,0,4,0,0,14,0,Markus,Human,100,0,0,3,0,1,0,1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,HOSTILE,Rebel Controlled Sector,4%,10,193,3,830,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",78,21,7,8,16,3,78,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,15,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,15,0,Markus,Human,100,0,0,9,0,1,0,1,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,HOSTILE,Rebel Controlled Sector,9%,11,217,3,911,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",102,21,6,9,18,3,89,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,16,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,16,0,Markus,Human,100,0,0,11,0,1,0,1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,HOSTILE,Rebel Controlled Sector,19%,11,248,3,972,"","Thank you. Here, have this extra scrap as payment.","",133,21,3,9,18,3,89,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,17,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,17,0,Markus,Human,100,0,0,11,0,1,0,1,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FED_BOMBER,10,16,0,10,2,100,11,2,2,0,2,1,0,2,1,0,3,0,0,ION CHARGEGUN,BEAM 1,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"",Scoops,Human,100,0,0,Aisha,Human,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,0,2
19,2,HOSTILE,Rebel Controlled Sector,29%,11,262,3,1008,"","Take this bit of scrap as a down-payment. We'll use your jump signatures to follow you. You're really helping us out here. Added a quest marker to your map!","",147,21,2,9,18,3,89,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,18,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,18,0,Markus,Human,100,0,0,11,0,1,0,1,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIRCLE_BOMBER,10,16,4,10,3,100,13,4,4,0,2,1,0,1,1,0,3,0,0,ION CHARGEGUN,LASER HEAVY 1,,3,0,0,DEFENSE 2 ENEMY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"NANO MEDBAY",Nekose,Engi,100,0,0,Maxim,Engi,100,0,0,Berko,Engi,100,0,0,,,,,,,,,,,,,,,,,,,,,false,,false,,0,2
20,2,HOSTILE,Rebel Controlled Sector,39%,12,279,3,1079,"","There are no more life-signs remaining on the ship. You strip it of useful materials.","",164,21,2,10,16,3,100,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,19,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,19,0,Markus,Human,100,0,0,21,0,1,0,1,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REBEL_FAT,6,16,3,10,0,91,11,2,2,0,2,2,0,1,1,0,1,0,0,LASER HEAVY 1,,,3,0,0,COMBAT FIRE,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2,false,,0,2
21,2,HOSTILE,Rebel Controlled Sector,48%,13,304,3,1161,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",189,21,4,10,17,3,100,10,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,20,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,20,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,HOSTILE,Rebel Controlled Sector,58%,13,304,3,1176,"","Wow. This will help our efforts considerably. They offer to have their engineers fix up your ship and upgrade your reactor.","",189,30,3,10,2,3,100,11,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,BOMB BREACH 1,BEAM BIO,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"SLUG GEL","BOMB STUN",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,21,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,21,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,HOSTILE,Rebel Controlled Sector,68%,13,304,3,1191,"","You receive generic advertisements from a nearby public ship-yard. It seems they are willing to work on any ship, not only those of Rebel hue.","Weapon: BOMB BREACH 2, SHOTGUN, BOMB ION, System: drones, cloaking, battery, Augment: WEAPON PREIGNITE, O2 MASKS, FTL BOOSTER, ",0,30,9,10,2,3,100,11,4,4,0,2,1,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,SHOTGUN,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,22,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,22,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2,HOSTILE,Rebel Controlled Sector,78%,14,328,3,1272,"","","",24,30,9,11,2,3,100,11,4,4,0,2,2,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,SHOTGUN,BEAM HULL,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,23,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,23,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,HOSTILE,Rebel Controlled Sector,88%,14,328,3,1287,"","","Weapon: BOMB BREACH 2, SHOTGUN, BOMB ION, System: drones, cloaking, battery, Augment: WEAPON PREIGNITE, O2 MASKS, FTL BOOSTER, ",59,30,8,11,2,3,100,11,4,4,0,2,2,0,1,1,0,4,4,0,BEAM 2,LASER BURST 2,SHOTGUN,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,89,11,0,0,1,2,0,2,0,22,24,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,24,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3,HOSTILE,Mantis Homeworlds,0%,15,328,3,1332,"","You've entered a poorly charted area of space that's known to be home to the Mantis. Ensure your hull plating is up to scratch and that you have enough fuel in the tank to make it through.","",9,27,7,11,2,3,94,11,4,2,0,2,2,0,1,1,0,5,5,0,BEAM 2,LASER BURST 2,SHOTGUN,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,71,11,0,0,1,2,1,2,1,22,26,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,26,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,HOSTILE,Mantis Homeworlds,0%,15,362,3,1398,"","You use your beam to make a few precision cuts in the asteroid. The ship gives a quick burst of thrust and the rock crumbles away. They thank you and offer some of the resources they have collected.","",43,27,7,11,4,3,95,11,4,4,0,2,1,0,1,1,0,5,5,0,BEAM 2,LASER BURST 2,SHOTGUN,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,11,0,0,1,2,1,2,1,22,27,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,27,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3,HOSTILE,Mantis Homeworlds,0%,15,362,3,1413,"","There's nothing here but space debris and some uninhabitable planetoids.","",18,27,6,11,4,3,95,12,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,11,0,0,1,2,1,2,1,22,28,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,28,0,Markus,Human,100,0,0,24,0,1,0,1,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3,HOSTILE,Mantis Homeworlds,0%,16,392,3,1503,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",48,27,5,12,5,3,83,12,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,11,0,0,1,2,1,2,1,22,29,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,29,0,Markus,Human,100,0,0,25,0,1,0,1,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3,HOSTILE,Mantis Homeworlds,6%,16,392,3,1518,"Solar Flares","You arrive to find yourself extremely close to a star. You receive a message from a pirate ship, I'm glad you arrived; our ship is damaged and we were getting desperate... I hope you don't mind if we take yours. Hostiles detected on board our ship!","",48,27,4,12,5,3,84,12,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,11,0,0,1,2,1,2,1,22,30,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,30,0,Markus,Human,100,0,0,25,0,1,0,1,0,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3,HOSTILE,Mantis Homeworlds,16%,16,392,3,1533,"","A struggling Mantis cargo ship headed for the node raises what's left of shields as you jump in. You power up your weapons as a show of force, and they reluctantly agree to offload some of their cargo to you - for a price.","Augment: TELEPORT HEAL, LIFE SCANNER, EXPLOSIVE REPLICATOR, System: sensors, battery, clonebay, Drone: BOARDER, REPAIR, DEFENSE 1, ",39,27,6,12,5,3,33,12,4,4,0,2,2,0,1,0,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,11,0,0,1,2,1,2,1,22,31,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,31,0,Markus,Human,98,0,0,25,0,1,0,1,0,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
