BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,CREW MEMBER 7 NAME,CREW MEMBER 7 SPECIES,CREW MEMBER 7 HEALTH,CREW MEMBER 7 PILOT SKILL,CREW MEMBER 7 ENGINE SKILL,CREW MEMBER 7 SHIELD SKILL,CREW MEMBER 7 WEAPON SKILL,CREW MEMBER 7 REPAIR SKILL,CREW MEMBER 7 COMBAT SKILL,CREW MEMBER 7 REPAIRS,CREW MEMBER 7 COMBAT KILLS,CREW MEMBER 7 PILOTED EVASIONS,CREW MEMBER 7 JUMPS SURVIVED,CREW MEMBER 7 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP WEAPON SLOT 4,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
11,1,CIVILIAN,Civilian Sector,60%,6,95,5,488,"","A ship engineer has set up a small shop here.","System: medbay, teleporter, mind, Augment: ION ARMOR, O2 MASKS, BACKUP DNA, ",5,23,11,14,9,5,98,4,2,0,0,2,0,0,1,1,0,2,0,0,SHOTGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,10,0,Bruce Geryk,Zoltan,70,0,5,0,0,1,0,1,0,0,10,0,Junpeng,Zoltan,70,0,0,0,34,2,0,2,0,0,10,0,T'ten,Zoltan,70,0,0,3,0,1,0,1,0,0,10,0,Filip,Engi,100,1,0,0,0,0,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,CIVILIAN,Civilian Sector,70%,6,95,5,503,"","A brief exploration yields nothing of interest.","",5,23,10,14,9,5,98,4,2,0,0,2,0,0,1,1,0,2,0,0,SHOTGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,11,0,Bruce Geryk,Zoltan,70,0,5,0,0,1,0,1,0,0,11,0,Junpeng,Zoltan,70,0,0,0,34,2,0,2,0,0,11,0,T'ten,Zoltan,70,0,0,3,0,1,0,1,0,0,11,0,Filip,Engi,100,1,0,0,0,0,0,0,0,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,CIVILIAN,Civilian Sector,80%,6,103,5,530,"","As soon as you arrive a small Mantis ship detaches from a wreck and jumps away. You must have interrupted their salvage operation because you find a weapon ready to be installed!","",13,23,9,14,9,5,99,4,2,0,0,2,0,0,1,1,0,2,0,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,12,0,Bruce Geryk,Zoltan,70,0,5,0,0,1,0,1,0,0,12,0,Junpeng,Zoltan,70,0,0,0,34,2,0,2,0,0,12,0,T'ten,Zoltan,70,0,0,3,0,1,0,1,0,0,12,0,Filip,Engi,100,1,0,0,0,0,0,0,0,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2,HOSTILE,Rock Controlled Sector,0%,6,103,5,545,"","The Rock people have a particularly aggressive stance toward alien races trespassing in their space. You should tread carefully here.","",13,23,8,14,9,5,99,4,2,0,0,2,0,0,1,1,0,2,0,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,13,0,Bruce Geryk,Zoltan,70,0,5,0,0,1,0,1,0,0,13,0,Junpeng,Zoltan,70,0,0,0,34,2,0,2,0,0,13,0,T'ten,Zoltan,70,0,0,3,0,1,0,1,0,0,13,0,Filip,Engi,100,1,0,0,0,0,0,0,0,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,HOSTILE,Rock Controlled Sector,0%,6,103,5,560,"","No one bothers your ship as you float among numerous space stations and mining platforms. The Rock certainly run efficient operations.","",13,23,7,14,9,5,99,4,2,0,0,2,1,0,1,1,0,2,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,14,0,Bruce Geryk,Zoltan,70,0,5,0,0,1,0,1,0,0,14,0,Junpeng,Zoltan,70,0,0,0,34,2,0,2,0,0,14,0,T'ten,Zoltan,70,0,0,3,0,1,0,1,0,0,14,0,Filip,Engi,100,1,0,0,0,0,0,0,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,HOSTILE,Rock Controlled Sector,4%,6,116,5,594,"","Carefully guided from the bridge, your beam drone removes the mine's grappling arms and sends it drifting off into space, where you shoot at it until it detonates at a safe distance.","",26,23,6,13,9,5,99,4,2,0,0,2,1,0,1,1,0,2,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,15,0,Bruce Geryk,Zoltan,70,0,5,0,0,1,0,1,0,0,15,0,Junpeng,Zoltan,70,0,0,0,34,2,0,2,0,0,15,0,T'ten,Zoltan,70,0,0,3,0,1,0,1,0,0,15,0,Filip,Engi,100,1,0,0,0,0,0,0,0,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,HOSTILE,Rock Controlled Sector,14%,7,138,5,672,"Asteroid Field","The ship explodes, leaving behind a substantial collection of useful scrap material.","",48,23,7,13,11,5,100,4,2,0,0,2,1,0,1,1,0,2,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,16,0,Bruce Geryk,Zoltan,70,0,6,0,0,1,0,1,0,0,16,0,Junpeng,Zoltan,70,0,0,0,37,2,0,2,0,0,16,0,T'ten,Zoltan,70,0,0,6,0,1,0,1,0,0,16,0,Filip,Engi,100,2,0,0,0,0,0,0,0,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,HOSTILE,Rock Controlled Sector,24%,8,168,5,762,"","It seems the crew did not survive the assault. You take what you can from the remains of the ship.","",78,23,8,13,12,5,100,4,2,0,0,2,1,0,1,0,0,2,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,17,0,Bruce Geryk,Zoltan,70,0,6,0,0,1,0,1,0,0,17,0,Junpeng,Zoltan,70,0,0,0,39,2,0,2,0,0,17,0,T'ten,Zoltan,70,0,0,6,0,1,0,1,0,0,17,0,Filip,Engi,100,2,0,0,0,0,0,0,0,4,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,HOSTILE,Rock Controlled Sector,34%,8,168,5,777,"","You receive a hail on Federation frequencies: You're Federation?! We- we weren't sure we'd ever see a friendly face again. There's little business here, perhaps you'd like to trade?","System: medbay, teleporter, mind, Weapon: LASER HULL 1, LASER CHARGEGUN 2, BEAM 2, ",69,23,10,13,12,5,100,4,2,0,0,2,1,0,1,1,0,2,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,18,0,Bruce Geryk,Zoltan,70,0,6,0,0,1,0,1,0,0,18,0,Junpeng,Zoltan,70,0,0,0,39,2,0,2,0,0,18,0,T'ten,Zoltan,70,0,0,6,0,1,0,1,0,0,18,0,Filip,Engi,100,2,0,0,0,0,0,0,0,4,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2,HOSTILE,Rock Controlled Sector,44%,9,194,5,861,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",80,23,10,13,12,5,100,4,2,0,0,3,2,0,1,1,0,2,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,19,0,Bruce Geryk,Zoltan,70,0,7,0,0,1,0,1,0,0,19,0,Junpeng,Zoltan,70,0,0,0,42,2,0,2,0,0,19,0,T'ten,Zoltan,70,0,0,7,0,1,0,1,0,0,19,0,Filip,Engi,100,3,0,0,0,0,0,0,0,6,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2,HOSTILE,Rock Controlled Sector,54%,9,194,5,876,"","You cross paths with a Rock ship returning from a rare diplomatic mission. Equally surprising, the captain responds to your hails and agrees to a mutual trade.","Drone: BATTLE, REPAIR, COMBAT 1, Augment: FLEET DISTRACTION, SCRAP COLLECTOR, BATTERY BOOSTER, System: medbay, cloaking, mind, ",80,23,9,13,12,5,100,4,2,0,0,3,2,0,1,1,0,2,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,70,5,0,0,0,0,0,0,0,10,20,0,Bruce Geryk,Zoltan,70,0,7,0,0,1,0,1,0,0,20,0,Junpeng,Zoltan,70,0,0,0,42,2,0,2,0,0,20,0,T'ten,Zoltan,70,0,0,7,0,1,0,1,0,0,20,0,Filip,Engi,100,3,0,0,0,0,0,0,0,6,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,HOSTILE,Rock Controlled Sector,64%,10,214,5,951,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",75,21,11,13,14,5,89,4,2,0,0,3,1,0,1,0,1,3,0,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,23,5,0,0,0,0,0,0,0,10,21,0,Bruce Geryk,Zoltan,29,0,7,0,0,1,1,1,1,0,21,0,Junpeng,Zoltan,70,0,0,0,45,2,0,2,0,0,21,0,T'ten,Zoltan,61,0,0,7,0,1,0,1,0,0,21,0,Filip,Engi,100,4,0,0,0,0,0,0,0,8,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,HOSTILE,Rock Controlled Sector,73%,10,214,5,966,"","You see a Zoltan merchant and ask about his wares. He responds, Sorry, but it took years to gain their trust. I can't be seen communicating with you. I hope you understand. He cuts communications.","",40,21,10,13,14,5,90,4,2,0,0,3,1,0,1,1,0,4,1,0,SHOTGUN,BEAM 2,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,31,5,0,0,0,0,0,0,0,10,22,0,Bruce Geryk,Zoltan,37,0,7,0,0,1,1,1,1,0,22,0,Junpeng,Zoltan,70,0,0,0,45,2,0,2,0,0,22,0,T'ten,Zoltan,69,0,0,7,0,2,0,2,0,0,22,0,Filip,Engi,100,4,0,0,0,0,0,0,0,8,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2,HOSTILE,Rock Controlled Sector,83%,11,243,5,1055,"","The slave ship is destroyed. They won't continue their evil trade, but many lives were probably lost on that ship.","",69,19,9,13,16,5,77,4,2,0,0,3,2,0,1,0,0,4,2,0,BEAM 2,SHOTGUN,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,7,5,0,0,0,0,0,0,0,10,23,0,Bruce Geryk,Zoltan,6,0,9,0,0,1,1,1,1,0,23,0,Junpeng,Zoltan,11,0,0,0,48,3,0,3,0,0,23,0,T'ten,Zoltan,70,0,0,7,0,2,0,2,0,0,23,0,Filip,Engi,5,6,0,0,0,0,0,0,0,12,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3,CIVILIAN,Engi Controlled Sector,0%,11,243,5,1070,"","You have arrived in Engi space. The fall of the Federation has brought tough times for these robotic lifeforms, but they're usually willing to help.","",69,19,8,13,16,5,86,4,2,0,0,3,2,0,1,0,0,4,2,0,BEAM 2,SHOTGUN,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,15,5,0,0,0,0,0,0,0,10,24,0,Bruce Geryk,Zoltan,14,0,9,0,0,1,1,1,1,0,24,0,Junpeng,Zoltan,19,0,0,0,48,3,0,3,0,0,24,0,T'ten,Zoltan,70,0,0,7,0,2,0,2,0,0,24,0,Filip,Engi,13,6,0,0,0,0,0,0,0,12,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3,CIVILIAN,Engi Controlled Sector,7%,12,271,5,1157,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",47,19,7,14,17,5,74,4,2,0,0,3,0,0,1,0,0,5,4,0,BEAM 2,SHOTGUN,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,23,5,0,0,0,0,0,0,0,10,25,0,Bruce Geryk,Zoltan,22,0,11,0,0,1,1,1,1,0,25,0,Junpeng,Zoltan,27,0,0,0,50,3,0,3,0,0,25,0,T'ten,Zoltan,70,0,0,8,0,2,0,2,0,0,25,0,Filip,Engi,21,8,0,0,0,0,0,0,0,16,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,CIVILIAN,Engi Controlled Sector,17%,12,308,5,1227,"","You find a pirate ship, damaged and abandoned. You salvage what you can and move on.","",84,19,8,14,19,5,75,4,2,0,0,3,0,0,1,0,0,5,4,0,BEAM 2,SHOTGUN,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,31,5,0,0,0,0,0,0,0,10,26,0,Bruce Geryk,Zoltan,30,0,11,0,0,1,1,1,1,0,26,0,Junpeng,Zoltan,35,0,0,0,50,3,0,3,0,0,26,0,T'ten,Zoltan,70,0,0,8,0,2,0,2,0,0,26,0,Filip,Engi,29,8,0,0,0,0,0,0,0,16,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3,CIVILIAN,Engi Controlled Sector,27%,12,308,5,1242,"","The Engi can do remarkable things with just a pile of scrap. The Engi hive at this beacon are selling equipment for just that.","System: teleporter, cloaking, mind, Weapon: LASER CHARGEGUN 2, LASER CHAINGUN 2, ION 1, ",12,20,10,14,19,5,75,4,2,0,0,3,0,0,1,0,0,5,0,0,LASER CHAINGUN 2,ION 1,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,39,5,0,0,0,0,0,0,0,10,27,0,Bruce Geryk,Zoltan,38,0,11,0,0,1,1,1,1,0,27,0,Junpeng,Zoltan,43,0,0,0,50,3,0,3,0,0,27,0,T'ten,Zoltan,70,0,0,8,0,2,0,2,0,0,27,0,Filip,Engi,37,8,0,0,0,0,0,0,0,16,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3,CIVILIAN,Engi Controlled Sector,37%,13,341,5,1337,"","Their ship breaks apart and you are relieved to know that you are still one step ahead of the fleet.","",45,16,12,13,20,5,62,4,2,0,0,3,0,0,1,0,1,5,4,0,LASER CHAINGUN 2,ION 1,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,47,5,0,0,0,0,0,0,0,10,28,0,Bruce Geryk,Zoltan,46,0,14,0,0,1,1,1,1,0,28,0,Junpeng,Zoltan,51,0,0,0,74,3,0,3,0,0,28,1,T'ten,Zoltan,70,0,0,12,0,2,0,2,0,0,28,0,Filip,Engi,45,11,0,0,0,0,0,0,0,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3,CIVILIAN,Engi Controlled Sector,46%,14,354,5,1401,"","Engi can't feel fear, so they bear you no ill will when you explain you're unwilling to help. They set off on their journey and you do the same.","",28,16,11,14,21,5,100,5,2,0,0,3,0,0,1,1,0,5,4,0,LASER CHAINGUN 2,ION 1,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",Dre Kozar,Zoltan,31,5,0,0,0,1,0,1,0,10,29,0,Bruce Geryk,Zoltan,34,0,14,0,0,1,1,1,1,0,29,0,Junpeng,Zoltan,59,0,0,0,116,3,0,3,0,0,29,1,T'ten,Zoltan,70,0,0,15,0,2,0,2,0,0,29,0,Filip,Engi,53,11,0,0,0,1,0,1,0,22,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
